smiles,name,drugname,description,drugbank_id,PubChem_CID
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1,Tafluprost,Tafluprost (ophthalmic),Tafluprost is an ophthalmic prostaglandin analog used to lower intraocular pressure in patients with ocular hypertension or open-angle glaucoma.,DB08819,9868491.0
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,Travoprost,Travoprost,Travoprost is a prostaglandin analog used in the treatment of elevated intraocular pressure due to open angle glaucoma or ocular hypertension.,DB00287,5282226.0
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,Sofosbuvir,Sofosbuvir,Sofosbuvir is a direct-acting antiviral agent used to treat specific hepatitis C virus (HCV) infections in combination with other antiviral agents.,DB08934,45375808.0
CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,Ceritinib,Ceritinib,Ceritinib is an antineoplastic kinase inhibitor used to treat anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) in patients with inadequate clinical response or intolerance to crizotinib.,DB09063,57379345.0
CC(C)OP(F)(=O)OC(C)C,Isoflurophate,Isoflurophate (ophthalmic),"An irreversible cholinesterase inhibitor with actions similar to those of echothiophate. It is a powerful miotic used mainly in the treatment of glaucoma. Its vapor is highly toxic and it is recommended that only solutions in arachis oil be used therapeutically. (From Martindale, The Extra Pharmacopoeia, 29th ed, p1330)",DB00677,5936.0
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,Dihydrotachysterol,Dihydrotachysterol,Dihydrotachysterol is a synthetic analog of vitamin D that does not require renal activation like vitamin D2 or Vitamin D3.,DB01070,5311071.0
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,Ergocalciferol,Ergocalciferol,Ergocalciferol is a vitamin found in many supplement products.,DB00153,5280793.0
CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,Valganciclovir,Valganciclovir,Valganciclovir is an antiviral medication used to treat cytomegalovirus (CMV) retinitis in patients diagnosed with acquired immunodeficiency syndrome (AIDS).,DB01610,64147.0
CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,Valaciclovir,Valaciclovir,Valaciclovir is an guanine nucleoside antiviral used to treat herpes exacerbations.,DB00577,60773.0
CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,Lopinavir,Lopinavir,"Lopinavir is an antiretroviral protease inhibitor used in combination with other antiretrovirals in the treatment of HIV-1 infection.[L11163] Lopinavir is marketed and administered exclusively in combination with [ritonavir] - this combination, first marketed by Abbott under the brand name Kaletra in 2000, is necessary due to lopinavir's poor oral bioavailability and extensive biotransformation. Ritonavir is a potent inhibitor of the enzymes responsible for lopinavir metabolism, and its co-administration ""boosts"" lopinavir exposure and improves antiviral activity.[L11163] Like many other protease inhibitors (e.g. [saquinavir], [nelfinavir]), lopinavir is a peptidomimetic molecule - it contains a hydroxyethylene scaffold that mimics the peptide linkage typically targeted by the HIV-1 protease enzyme but which itself cannot be cleaved, thus preventing the activity of the HIV-1 protease.[A191757]",DB01601,92727.0
CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,Ritonavir,Ritonavir,Ritonavir is an HIV protease inhibitor used in combination with other antivirals in the treatment of HIV infection.,DB00503,392622.0
CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,Nateglinide,Nateglinide,Nateglinide is a meglitinide used to treat non insulin dependent diabetes mellitus.,DB00731,5311309.0
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,Propantheline,Propantheline,"Propantheline is an antimuscarinic agent used to treat urinary incontinence, hyperhidrosis, as well as cramps and spasms of the stomach, intestines, and bladder.",DB00782,4934.0
CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,Dobutamine,Dobutamine,Dobutamine is a beta-1 agonist used to treat cardiac decompensation in patients with organic heart disease or from cardiac surgery.,DB00841,36811.0
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,Labetalol,Labetalol,"Labetalol is a racemic mixture of 2 diastereoisomers where dilevalol, the R,R' stereoisomer, makes up 25% of the mixture.[L7730] Labetalol is formulated as an injection or tablets to treat hypertension.[L7727,L7730]",DB00598,3869.0
CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,Trimipramine,Trimipramine,Trimipramine is a tricyclic antidepressant used to treat depression.,DB00726,5584.0
CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,Alimemazine,Alimemazine,"Alimemazine is an antihistamine agent used to prevent and relieve allergic conditions which cause pruritus and other allergic skin conditions, including urticaria.",DB01246,5574.0
CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,Promethazine,Promethazine,"Promethazine is a first-generation antihistamine used for the treatment of allergic conditions, nausea and vomiting, and motion sickness.",DB01069,4927.0
CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,Phenoxybenzamine,Phenoxybenzamine,Phenoxybenzamine is an alpha adrenergic agonist used to treat pheochromocytoma and episodes of hypertension and sweating.,DB00925,4768.0
CC(C[N+](C)(C)C)OC(C)=O,Methacholine,Methacholine,Methacholine is a parasympathomimetic bronchoconstrictor used to diagnose bronchial hyperreactivity in subjects who do not have clinically apparent asthma.,DB06709,1993.0
CC(C[N+](C)(C)C)OC(N)=O,Bethanechol,Bethanechol,Bethanechol is a muscarinic agonist used to treat postoperative and postpartum nonobstructive functional urinary retention and neurogenic atony of the bladder with retention.,DB01019,2370.0
CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,Zileuton,Zileuton,Zileuton is a leukotriene synthesis inhibitor used in the prophylaxis and treatment of chronic asthma.,DB00744,60490.0
CC(N)CC1=CC=C(O)C=C1,Hydroxyamphetamine,Hydroxyamphetamine (ophthalmic),Hydroxyamphetamine is an indirectly acting sympathomimetic agent producing mydriasis for diagnostic purposes.,DB09352,3651.0
CC(N)CC1=CC=CC=C1,Amphetamine,Amphetamine,Amphetamine is a CNS stimulant and sympathomimetic agent indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD).,DB00182,3007.0
CC(N)COC1=C(C)C=CC=C1C,Mexiletine,Mexiletine,Mexiletine is a class 1B antiarrhythmic agent used in the treatment of documented ventricular arrhythmias that warrant treatment.,DB00379,4178.0
CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,Bupropion,Bupropion,"Bupropion is a norepinephrine and dopamine reuptake inhibitor used in the treatment of major depressive disorder (MDD), seasonal affective disorder (SAD), and as an aid to smoking cessation.",DB01156,444.0
CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,Bicalutamide,Bicalutamide,Bicalutamide is an androgen receptor inhibitor used to treat Stage D2 metastatic carcinoma of the prostate.,DB01128,2375.0
CC(O)(P(O)(O)=O)P(O)(O)=O,Etidronic acid,Etidronic acid,Etidronic acid is a bisphosphonate drug that prevents osteoclastic bone resorption; used for the prevention and treatment of osteoporosis.,DB01077,3305.0
CC(O)=O.CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,Histrelin,Histrelin,Histrelin is a GnRH agonist found in subcutaneous implants used for the treatment of pediatric patients with central precocious puberty and the palliative treatment of advanced prostate cancer.,DB06788,56927879.0
CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,Lofexidine,Lofexidine,Lofexidine is a centrally acting alpha2-adrenergic agonist used for the symptomatic treatment of acute opioid withdrawal syndrome to facilitate abrupt opioid discontinuation in adults.,DB04948,30668.0
CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1,Venetoclax,Venetoclax,"Venetoclax is a BCL-2 inhibitor used to treat chronic lymphocytic leukemia, small lymphocytic lymphoma, or acute myeloid leukemia.",DB11581,49846579.0
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,Nilutamide,Nilutamide,Nilutamide is an antineoplastic hormone used to treat prostate cancer.,DB00665,4493.0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,Flurandrenolide,Flurandrenolide (topical),Flurandrenolide is a corticosteroid used to treat corticosteroid-responsive dermatoses.,DB00846,15209.0
CC12CC3CC(C)(C1)CC(N)(C3)C2,Memantine,Memantine,Memantine is an NMDA receptor antagonist used to treat moderate to severe dementia in Alzheimer's.,DB01043,4054.0
CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,Valdecoxib,Valdecoxib,Valdecoxib is a COX-2 inhibitor used to treat osteoarthritis and dysmenorrhoea.,DB00580,119607.0
CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,Mefenamic acid,Mefenamic acid,"Mefenamic acid is an NSAID used to treat mild to moderate pain for no more than a week, and primary dysmenorrhea.",DB00784,4044.0
CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl,Opicapone,Opicapone,Opicapone is a catechol-O-methyltransferase inhibitor used as an adjunct treatment for Parkinson's Disease in adults currently receiving levodopa and a dopa decarboxylase inhibitor.,DB11632,
CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,Milrinone,Milrinone,"Milrinone is a PDE-III inhibitor with inotropic, lusitropic, and vasodilatory properties used for the short-term treatment of acute decompensated heart failure.",DB00235,4197.0
CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,Leflunomide,Leflunomide,Leflunomide is a pyrimidine synthesis inhibitor indicated to treat rheumatoid arthritis.,DB01097,3899.0
CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,Sulindac,Sulindac,"Sulindac is an NSAID used to treat osteoarthritis, rheumatoid arthritis, ankylosing spondylitis, acute subacromial bursitis or supraspinatus tendinitis, and acute gouty arthritis.",DB00605,1548887.0
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,Paliperidone,Paliperidone,Paliperidone is an atypical antipsychotic used in the treatment of schizophrenia and other schizoaffective or delusional disorders.,DB01267,115237.0
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,Risperidone,Risperidone,"Risperidone is a second-generation antipsychotic medication used to treat a number of mental health disorders including schizophrenia, bipolar mania, psychosis, or as an adjunct in severe depression.",DB00734,5073.0
CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1,Panobinostat,Panobinostat,Panobinostat is a non-selective histone deacetylase inhibitor used to treat multiple myeloma in combination with other antineoplastic agents.,DB06603,6918837.0
CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,Meclofenamic acid,Meclofenamic acid,"Meclofenamic acid is an NSAID used to treat mild to moderate pain, primary dysmenorrhea, heavy menstrual blood loss, rheumatoid arthritis, and osteoarthritis.",DB00939,4037.0
CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,Bazedoxifene,Bazedoxifene,Bazedoxifene is a selective estrogen receptor modulator (SERM) used to treat moderate to severe vasomotor symptoms in menopause and osteoporosis alone or in combination with conjugated estrogens.,DB06401,154257.0
CC1=C(O)C(CO)=C(CO)C=N1,Pyridoxine,Pyridoxine,Pyridoxine is a vitamin used to correct vitamin B6 deficiency and to treat nausea during pregnancy.,DB00165,1054.0
CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1,Flavoxate,Flavoxate,"Flavoxate is a muscarinic antagonist and spasmolytic used for the symptomatic relief of conditions associated with lack of muscle control in the bladder, such as dysuria, urgency, and nocturia.",DB01148,3354.0
CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,Lansoprazole,Lansoprazole,"Lansoprazole is a proton pump inhibitor used to help gastrointestinal ulcers heal, to treat symptoms of gastroesophageal reflux disease (GERD), to eradicate Helicobacter pylori, and to treat hypersecretory conditions such as Zollinger-Ellison Syndrome.",DB00448,3883.0
CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,Dexlansoprazole,Dexlansoprazole,"Dexlansoprazole is a proton pump inhibitor used to help gastrointestinal ulcers heal, to treat symptoms of gastroesophageal reflux disease (GERD), to eradicate Helicobacter pylori, and to treat hypersecretory conditions such as Zollinger-Ellison Syndrome.",DB05351,9578005.0
CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,Tiagabine,Tiagabine,Tiagabine is an antiepileptic used to treat partial seizures.,DB00906,60648.0
CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,Nevirapine,Nevirapine,Nevirapine is a non-nucleoside reverse transcriptase inhibitor used as part of a management regimen for HIV-1 virus infection.,DB00238,4463.0
CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,Oxymetazoline,Oxymetazoline (nasal),"Oxymetazoline is an alpha-1A adrenoceptor agonist used to treat nasal congestion, allergic reactions of the eye, and facial erythema associated with rosacea.",DB00935,4636.0
CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,Xylometazoline,Xylometazoline (nasal),Xylometazoline is a direct-acting alpha-adrenergic agonist used for the symptomatic treatment of nasal congestion and minor inflammation due to allergies or colds.,DB06694,5709.0
CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,Etravirine,Etravirine,Etravirine is an antiretroviral agent more specifically classified as a Non-Nucleoside Reverse Transcriptase Inhibitor(NNRTI). Etraverine is used clinically for the treatment of human immunodeficiency virus type 1 (HIV-1) infection.,DB06414,193962.0
CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1,Isocarboxazid,Isocarboxazid,Isocarboxazid is a monoamine oxidase inhibitor used to treat enduring and debilitating symptoms of depression following inadequate clinical response to other antidepressant drugs.,DB01247,3759.0
CC1=CC(=O)N(O)C(=C1)C1CCCCC1,Ciclopirox,Ciclopirox,Ciclopirox is a broad-spectrum topical antifungal agent used to treat mild to moderate onychomycosis of fingernails and toenails in immunocompetent patients.,DB01188,2749.0
CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,Meclizine,Meclizine,"Meclizine is a histamine H1 antagonist used to treat nausea, vomiting, and dizziness associated with motion sickness.",DB00737,4034.0
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,Sulfamethoxazole,Sulfamethoxazole,"Sulfamethoxazole is an oral sulfonamide antibiotic, given in combination with trimethoprim, used to treat a variety of infections of the urinary tract, respiratory system, and gastrointestinal tract.",DB01015,5329.0
CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,Metaxalone,Metaxalone,Metaxalone is a muscle relaxant used to treat muscle pain or spasm.,DB00660,15459.0
CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,Gemfibrozil,Gemfibrozil,Gemfibrozil is a lipid regulator that is used in the reduction of serum triglyceride levels in high-risk patients with hyperlipidemia.,DB01241,3463.0
CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,Rilpivirine,Rilpivirine,Rilpivirine is a non-nucleoside reverse transcriptase inhibitor (NNRTI) used in combination with other antiretrovirals to specifically treat human immunodeficiency virus type 1 (HIV-1).,DB08864,6451164.0
CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,Bexarotene,Bexarotene,Bexarotene is a retinoid drug used for cutaneous manifestations of T-cell lymphoma in patients who have not responded well to previous systemic therapy.,DB00307,82146.0
CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,Triprolidine,Triprolidine,"Triprolidine is a sedating antihistamine combined with pseudoephedrine and guaifenesin in various types of cold and allergy medications to relieve allergy symptoms, hay fever and common cold symptoms, and to aid in sleep.",DB00427,5282443.0
CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,Tolcapone,Tolcapone,Tolcapone is a catechol-O-methyltransferase (COMT) inhibitor used as adjunct therapy in the symptomatic management of idiopathic Parkinson's disease.,DB00323,4659569.0
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,Celecoxib,Celecoxib,"Celecoxib is an NSAID used to treat osteoarthritis, rheumatoid arthritis, acute pain, menstrual symptoms, and to reduce polyps is familial adenomatous polyposis.",DB00482,2662.0
CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,Phentolamine,Phentolamine,Phentolamine is an alpha adrenergic antagonist used to reverse soft tissue anesthesia.,DB00692,5775.0
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,Tolazamide,Tolazamide,Tolazamide is a sulfonylurea used in the treatment of non insulin dependent diabetes mellitus.,DB00839,5503.0
CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,Lumacaftor,Lumacaftor,Lumacaftor is a protein chaperone used in combination with ivacaftor for the treatment of cystic fibrosis in patients who are homozygous for the F508del mutation in the CFTR gene.,DB09280,16678941.0
CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1,Vortioxetine,Vortioxetine,Vortioxetine is an atypical antipsychotic and antidepressant indicated for the treatment of major depressive disorder (MDD).,DB09068,71768094.0
CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,Tolvaptan,Tolvaptan,Tolvaptan is a selective vasopressin V2-receptor antagonist to slow kidney function decline in patients at risk for rapidly progressing autosomal dominant polycystic kidney disease (ADPKD). Also used to treat hypervolemic and euvolemic hyponatremia.,DB06212,443894.0
CC1=CN(C(=O)C=C1)C1=CC=CC=C1,Pirfenidone,Pirfenidone,Pirfenidone is an agent used for the treatment of idiopathic pulmonary fibrosis (IPF).,DB04951,40632.0
CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,Nilotinib,Nilotinib,Nilotinib is a kinase inhibitor used for the chronic phase treatment of Chronic Myeloid Leukemia (CML) that is Philadelphia chromosome positive and for the treatment of CML that is resistant to therapy containing imatinib.,DB04868,644241.0
CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,Stavudine,Stavudine,Stavudine is a dideoxynucleoside used in the treatment of HIV infection.,DB00649,18283.0
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,Zidovudine,Zidovudine,Zidovudine is a dideoxynucleoside used in the treatment of HIV infection.,DB00495,35370.0
CC1=CNN=C1,Fomepizole,Fomepizole,Fomepizole is an inhibitor of alcohol dehydrogenase used as an antidote in confirmed or suspected methanol or ethylene glycol poisoning.,DB01213,3406.0
CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,Dasatinib,Dasatinib,Dasatinib is a tyrosine kinase inhibitor used for the treatment of lymphoblastic or chronic myeloid leukemia with resistance or intolerance to prior therapy.,DB01254,3062316.0
CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,Conivaptan,Conivaptan,Conivaptan is an antidiuretic hormone inhibitor used to raise serum sodium levels.,DB00872,151171.0
CC1=NC=C(N1CCO)[N+]([O-])=O,Metronidazole,Metronidazole,"Metronidazole is a nitroimidazole used to treat trichomoniasis, amebiasis, inflammatory lesions of rosacea, and bacterial infections, as well as prevent postoperative infections.",DB00916,4173.0
CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Glipizide,Glipizide,Glipizide is a sulfonylurea medication used in Type 2 Diabetes to sensitize pancreatic beta cells and stimulate insulin release.,DB01067,3478.0
CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,Midazolam,Midazolam,"Midazolam is a short-acting injectable benzodiazepine with rapid onset that is commonly used in seizures, anesthesia and anxiety disorders.",DB00683,4192.0
